Source,Destination,Time,frame length,flow lengths,flow bits,Port number,Protocol,Source port number,port 1 status,port 2 status,port 3 status,routing_interface
37.201.76.99/24,185.44.17.238/24,68.740865,217,175,1736,143,TCP,GigabitEthernet0/0,up,up,up,GigabitEthernet2/0
37.201.76.99/24,102.67.88.14/24,68.80619,417,375,3336,143,TCP,GigabitEthernet0/0,up,up,up,GigabitEthernet2/0
68.151.104.83/24,185.44.17.238/24,68.839526,259,217,2072,63410,UDP,GigabitEthernet0/0,up,up,down,GigabitEthernet1/0
185.44.17.238/24,37.201.76.99/24,68.936045,898,856,7184,25008,UDP,GigabitEthernet2/0,up,down,up,GigabitEthernet0/0
201.0.113.19/24,37.201.76.99/24,68.967471,661,619,5288,27001,UDP,GigabitEthernet1/0,up,up,up,GigabitEthernet0/0
102.67.88.14/24,68.151.104.83/24,69.041943,557,515,4456,3480,UDP,GigabitEthernet1/0,up,up,up,GigabitEthernet1/0
37.201.76.99/24,201.0.113.19/24,69.086446,1305,1263,10440,443,TCP,GigabitEthernet0/0,up,up,up,GigabitEthernet1/0
185.44.17.238/24,37.201.76.99/24,69.161584,483,441,3864,45001,UDP,GigabitEthernet2/0,down,down,up,GigabitEthernet2/0
201.0.113.19/24,68.151.104.83/24,69.192903,453,411,3624,20,TCP,GigabitEthernet1/0,up,up,up,GigabitEthernet2/0
185.44.17.238/24,25.45.123.210/24,69.277878,721,679,5768,3478,UDP,GigabitEthernet2/0,up,down,up,GigabitEthernet0/0
201.0.113.19/24,25.45.123.210/24,69.310402,523,481,4184,443,TCP,GigabitEthernet1/0,down,up,down,GigabitEthernet1/0-TI-LFA
37.201.76.99/24,185.44.17.238/24,69.386982,514,472,4112,27005,UDP,GigabitEthernet0/0,up,up,up,GigabitEthernet2/0
68.151.104.83/24,201.0.113.19/24,69.4195,552,510,4416,443,TCP,GigabitEthernet0/0,up,up,up,GigabitEthernet1/0
68.151.104.83/24,102.67.88.14/24,69.484364,365,323,2920,443,TCP,GigabitEthernet0/0,up,down,up,GigabitEthernet2/0
201.0.113.19/24,68.151.104.83/24,69.512774,813,771,6504,443,TCP,GigabitEthernet1/0,up,up,up,GigabitEthernet0/0
25.45.123.210/24,102.67.88.14/24,69.580788,614,572,4912,443,TCP,GigabitEthernet0/0,up,up,up,GigabitEthernet1/0
37.201.76.99/24,185.44.17.238/24,69.611049,255,213,2040,3480,UDP,GigabitEthernet2/0,down,down,up,GigabitEthernet2/0
68.151.104.83/24,201.0.113.19/24,69.673249,579,537,4632,80,TCP,GigabitEthernet0/0,up,down,down,GigabitEthernet0/0-TI-LFA
25.45.123.210/24,185.44.17.238/24,69.705786,592,550,4736,8809,UDP,GigabitEthernet0/0,up,up,up,GigabitEthernet1/0
25.45.123.210/24,201.0.113.19/24,69.779921,751,709,6008,143,TCP,GigabitEthernet0/0,up,up,up,GigabitEthernet1/0
201.0.113.19/24,37.201.76.99/24,69.800187,536,494,4288,443,TCP,GigabitEthernet1/0,down,up,down,GigabitEthernet1/0-TI-LFA
185.44.17.238/24,37.201.76.99/24,69.873573,150,108,1200,443,TCP,GigabitEthernet1/0,up,up,up,GigabitEthernet2/0
68.151.104.83/24,201.0.113.19/24,69.905247,453,411,3624,443,TCP,GigabitEthernet0/0,up,up,up,GigabitEthernet2/0
201.0.113.19/24,68.151.104.83/24,69.969868,708,666,5664,3480,UDP,GigabitEthernet1/0,up,up,up,GigabitEthernet0/0
68.151.104.83/24,185.44.17.238/24,69.992102,882,840,7056,8801,UDP,GigabitEthernet2/0,down,up,up,GigabitEthernet1/0
201.0.113.19/24,25.45.123.210/24,70.013402,986,944,7888,3480,UDP,GigabitEthernet1/0,up,up,up,GigabitEthernet0/0
68.151.104.83/24,201.0.113.19/24,70.067449,392,350,3136,443,TCP,GigabitEthernet0/0,up,up,up,GigabitEthernet2/0
102.67.88.14/24,25.45.123.210/24,70.101591,564,522,4512,80,TCP,GigabitEthernet1/0,up,up,up,GigabitEthernet0/0
25.45.123.210/24,185.44.17.238/24,70.18688,122,80,976,443,TCP,GigabitEthernet0/0,up,up,up,GigabitEthernet2/0
68.151.104.83/24,185.44.17.238/24,70.218114,202,160,1616,63410,UDP,GigabitEthernet0/0,up,up,down,GigabitEthernet1/0
37.201.76.99/24,185.44.17.238/24,70.282501,321,279,2568,443,TCP,GigabitEthernet0/0,up,up,up,GigabitEthernet2/0
68.151.104.83/24,185.44.17.238/24,70.315511,302,260,2416,443,TCP,GigabitEthernet0/0,up,up,up,GigabitEthernet2/0
25.45.123.210/24,102.67.88.14/24,70.401933,212,170,1696,143,TCP,GigabitEthernet0/0,up,up,up,GigabitEthernet2/0
25.45.123.210/24,201.0.113.19/24,70.435549,288,246,2304,8810,UDP,GigabitEthernet2/0,down,down,up,GigabitEthernet2/0
102.67.88.14/24,68.151.104.83/24,70.521807,1223,1181,9784,443,TCP,GigabitEthernet1/0,up,up,up,GigabitEthernet0/0
37.201.76.99/24,102.67.88.14/24,70.542003,423,381,3384,53,UDP,GigabitEthernet2/0,down,down,up,GigabitEthernet2/0
68.151.104.83/24,102.67.88.14/24,70.587339,546,504,4368,443,TCP,GigabitEthernet0/0,up,down,down,GigabitEthernet0/0-TI-LFA
201.0.113.19/24,25.45.123.210/24,70.606175,1179,1137,9432,443,TCP,GigabitEthernet2/0,down,down,up,GigabitEthernet2/0
37.201.76.99/24,102.67.88.14/24,70.659562,123,81,984,443,TCP,GigabitEthernet2/0,down,down,up,GigabitEthernet2/0
102.67.88.14/24,68.151.104.83/24,70.692574,614,572,4912,80,TCP,GigabitEthernet2/0,down,down,up,GigabitEthernet2/0
102.67.88.14/24,68.151.104.83/24,70.755353,469,427,3752,443,TCP,GigabitEthernet1/0,up,up,up,GigabitEthernet2/0
25.45.123.210/24,201.0.113.19/24,70.775515,710,668,5680,8802,UDP,GigabitEthernet0/0,up,up,up,GigabitEthernet1/0
201.0.113.19/24,37.201.76.99/24,70.851565,1135,1093,9080,8802,UDP,GigabitEthernet2/0,up,down,up,GigabitEthernet0/0
201.0.113.19/24,37.201.76.99/24,70.871627,998,956,7984,8809,UDP,GigabitEthernet1/0,down,up,up,GigabitEthernet2/0
68.151.104.83/24,185.44.17.238/24,70.956075,510,468,4080,443,TCP,GigabitEthernet0/0,up,up,up,GigabitEthernet2/0
25.45.123.210/24,201.0.113.19/24,70.987027,607,565,4856,3479,UDP,GigabitEthernet0/0,up,up,up,GigabitEthernet1/0
102.67.88.14/24,68.151.104.83/24,71.048961,940,898,7520,443,TCP,GigabitEthernet1/0,up,up,down,GigabitEthernet0/0
201.0.113.19/24,68.151.104.83/24,71.069084,326,284,2608,443,TCP,GigabitEthernet1/0,up,up,up,GigabitEthernet2/0
37.201.76.99/24,185.44.17.238/24,71.142139,808,766,6464,3478,UDP,GigabitEthernet0/0,up,up,up,GigabitEthernet1/0
201.0.113.19/24,25.45.123.210/24,71.163247,514,472,4112,443,TCP,GigabitEthernet2/0,down,down,up,GigabitEthernet2/0
185.44.17.238/24,68.151.104.83/24,71.227274,259,217,2072,443,TCP,GigabitEthernet1/0,up,up,up,GigabitEthernet2/0
68.151.104.83/24,201.0.113.19/24,71.248583,737,695,5896,443,TCP,GigabitEthernet0/0,up,up,up,GigabitEthernet1/0
37.201.76.99/24,185.44.17.238/24,71.303238,903,861,7224,3479,UDP,GigabitEthernet0/0,up,down,up,GigabitEthernet2/0
201.0.113.19/24,37.201.76.99/24,71.347217,739,697,5912,28009,UDP,GigabitEthernet1/0,down,up,up,GigabitEthernet2/0
25.45.123.210/24,201.0.113.19/24,71.422089,1195,1153,9560,143,TCP,GigabitEthernet0/0,up,up,up,GigabitEthernet1/0
102.67.88.14/24,25.45.123.210/24,71.453151,913,871,7304,443,TCP,GigabitEthernet1/0,up,up,up,GigabitEthernet0/0
37.201.76.99/24,102.67.88.14/24,71.515943,933,891,7464,443,TCP,GigabitEthernet2/0,down,down,up,GigabitEthernet2/0
185.44.17.238/24,37.201.76.99/24,71.547608,781,739,6248,25,TCP,GigabitEthernet1/0,up,up,up,GigabitEthernet0/0
185.44.17.238/24,25.45.123.210/24,71.611532,358,316,2864,80,TCP,GigabitEthernet1/0,down,up,up,GigabitEthernet2/0
102.67.88.14/24,37.201.76.99/24,71.644187,679,637,5432,3479,UDP,GigabitEthernet1/0,down,up,down,GigabitEthernet1/0-TI-LFA
185.44.17.238/24,25.45.123.210/24,71.719463,632,590,5056,25061,UDP,GigabitEthernet2/0,down,down,up,GigabitEthernet2/0
185.44.17.238/24,68.151.104.83/24,71.739679,853,811,6824,443,TCP,GigabitEthernet1/0,up,up,down,GigabitEthernet0/0
37.201.76.99/24,102.67.88.14/24,71.815339,1148,1106,9184,443,TCP,GigabitEthernet2/0,down,up,up,GigabitEthernet1/0
102.67.88.14/24,37.201.76.99/24,71.847513,1327,1285,10616,25786,UDP,GigabitEthernet1/0,down,up,up,GigabitEthernet2/0
25.45.123.210/24,185.44.17.238/24,71.868958,1040,998,8320,3479,UDP,GigabitEthernet0/0,up,up,up,GigabitEthernet1/0
102.67.88.14/24,68.151.104.83/24,71.902441,503,461,4024,443,TCP,GigabitEthernet1/0,down,up,up,GigabitEthernet2/0
68.151.104.83/24,201.0.113.19/24,71.934604,762,720,6096,25008,UDP,GigabitEthernet0/0,up,up,up,GigabitEthernet1/0
37.201.76.99/24,102.67.88.14/24,71.989261,317,275,2536,443,TCP,GigabitEthernet0/0,up,up,down,GigabitEthernet1/0
102.67.88.14/24,68.151.104.83/24,72.021333,726,684,5808,443,TCP,GigabitEthernet1/0,down,up,up,GigabitEthernet2/0
25.45.123.210/24,102.67.88.14/24,72.084802,416,374,3328,3479,UPD,GigabitEthernet0/0,up,up,up,GigabitEthernet2/0
201.0.113.19/24,68.151.104.83/24,72.105357,370,328,2960,20,TCP,GigabitEthernet2/0,up,down,up,GigabitEthernet0/0
25.45.123.210/24,201.0.113.19/24,72.191707,784,742,6272,3481,UDP,GigabitEthernet0/0,up,down,down,GigabitEthernet0/0-TI-LFA
185.44.17.238/24,25.45.123.210/24,72.223502,720,678,5760,3480,UDP,GigabitEthernet1/0,up,up,up,GigabitEthernet0/0
201.0.113.19/24,37.201.76.99/24,72.28792,242,200,1936,8804,UDP,GigabitEthernet2/0,up,down,up,GigabitEthernet0/0
68.151.104.83/24,201.0.113.19/24,72.319211,900,858,7200,25008,UDP,GigabitEthernet0/0,up,up,up,GigabitEthernet1/0
201.0.113.19/24,25.45.123.210/24,72.402808,414,372,3312,3480,UDP,GigabitEthernet1/0,up,up,up,GigabitEthernet2/0
185.44.17.238/24,37.201.76.99/24,72.433975,208,166,1664,3478,UDP,GigabitEthernet1/0,up,up,up,GigabitEthernet2/0
201.0.113.19/24,37.201.76.99/24,72.498715,656,614,5248,28009,UDP,GigabitEthernet1/0,down,up,up,GigabitEthernet2/0
185.44.17.238/24,68.151.104.83/24,72.529971,952,910,7616,3480,UDP,GigabitEthernet1/0,up,up,down,GigabitEthernet0/0
25.45.123.210/24,102.67.88.14/24,72.596313,865,823,6920,3480,UDP,GigabitEthernet0/0,up,up,up,GigabitEthernet1/0
201.0.113.19/24,68.151.104.83/24,72.625292,298,256,2384,443,TCP,GigabitEthernet1/0,up,up,up,GigabitEthernet2/0
201.0.113.19/24,68.151.104.83/24,72.691507,643,601,5144,443,TCP,GigabitEthernet1/0,up,up,up,GigabitEthernet1/0
185.44.17.238/24,68.151.104.83/24,72.720752,640,598,5120,8805,UDP,GigabitEthernet2/0,down,down,up,GigabitEthernet2/0
68.151.104.83/24,201.0.113.19/24,72.767269,1046,1004,8368,143,TCP,GigabitEthernet2/0,down,down,up,GigabitEthernet2/0
37.201.76.99/24,201.0.113.19/24,72.794702,930,888,7440,8805,UDP,GigabitEthernet0/0,up,up,up,GigabitEthernet1/0
68.151.104.83/24,102.67.88.14/24,72.850141,528,486,4224,443,TCP,GigabitEthernet0/0,up,down,down,GigabitEthernet0/0-TI-LFA
68.151.104.83/24,201.0.113.19/24,72.878331,196,154,1568,80,TCP,GigabitEthernet0/0,up,up,down,GigabitEthernet1/0
201.0.113.19/24,25.45.123.210/24,72.942544,775,733,6200,8804,UDP,GigabitEthernet1/0,down,up,down,GigabitEthernet1/0-TI-LFA
68.151.104.83/24,102.67.88.14/24,72.971974,582,540,4656,25101,UDP,GigabitEthernet2/0,down,up,up,GigabitEthernet1/0
102.67.88.14/24,68.151.104.83/24,73.029565,156,114,1248,443,TCP,GigabitEthernet1/0,up,up,up,GigabitEthernet2/0
68.151.104.83/24,185.44.17.238/24,73.047864,669,627,5352,443,TCP,GigabitEthernet0/0,up,down,down,GigabitEthernet0/0-TI-LFA
102.67.88.14/24,25.45.123.210/24,73.114199,524,482,4192,8802,UDP,GigabitEthernet1/0,up,up,up,GigabitEthernet2/0
37.201.76.99/24,201.0.113.19/24,73.14688,768,726,6144,443,TCP,GigabitEthernet0/0,up,up,up,GigabitEthernet1/0
185.44.17.238/24,37.201.76.99/24,73.201163,439,397,3512,39001,UDP,GigabitEthernet1/0,up,up,up,GigabitEthernet2/0
102.67.88.14/24,37.201.76.99/24,73.234102,915,873,7320,8806,UDP,GigabitEthernet2/0,down,down,up,GigabitEthernet2/0
37.201.76.99/24,102.67.88.14/24,73.310547,665,623,5320,443,TCP,GigabitEthernet0/0,up,up,up,GigabitEthernet1/0
201.0.113.19/24,68.151.104.83/24,73.34195,329,287,2632,443,TCP,GigabitEthernet1/0,up,up,up,GigabitEthernet2/0
25.45.123.210/24,201.0.113.19/24,73.386746,817,775,6536,3481,UDP,GigabitEthernet0/0,up,down,down,GigabitEthernet0/0-TI-LFA
37.201.76.99/24,201.0.113.19/24,73.414972,652,610,5216,443,TCP,GigabitEthernet0/0,up,up,down,GigabitEthernet1/0
185.44.17.238/24,37.201.76.99/24,73.450996,750,708,6000,45001,UDP,GigabitEthernet1/0,up,up,up,GigabitEthernet0/0
201.0.113.19/24,68.151.104.83/24,73.478976,205,163,1640,443,TCP,GigabitEthernet1/0,down,up,up,GigabitEthernet2/0
25.45.123.210/24,185.44.17.238/24,73.537305,846,804,6768,25050,UDP,GigabitEthernet2/0,down,down,up,GigabitEthernet2/0
102.67.88.14/24,37.201.76.99/24,73.564228,1332,1290,10656,443,TCP,GigabitEthernet1/0,down,up,down,GigabitEthernet1/0-TI-LFA
37.201.76.99/24,201.0.113.19/24,73.63318,160,118,1280,443,TCP,GigabitEthernet0/0,up,up,up,GigabitEthernet2/0
37.201.76.99/24,102.67.88.14/24,73.658125,766,724,6128,8808,UDP,GigabitEthernet0/0,up,down,down,GigabitEthernet0/0-TI-LFA
185.44.17.238/24,37.201.76.99/24,73.722343,250,208,2000,53,UDP,GigabitEthernet1/0,up,up,up,GigabitEthernet2/0
201.0.113.19/24,37.201.76.99/24,73.754552,1103,1061,8824,443,TCP,GigabitEthernet1/0,down,up,up,GigabitEthernet2/0
68.151.104.83/24,201.0.113.19/24,73.821821,66,24,528,8807,UDP,GigabitEthernet0/0,up,up,up,GigabitEthernet2/0
201.0.113.19/24,68.151.104.83/24,73.865464,1158,1116,9264,443,TCP,GigabitEthernet1/0,up,up,up,GigabitEthernet0/0
68.151.104.83/24,185.44.17.238/24,73.941074,726,684,5808,8801,UDP,GigabitEthernet2/0,down,up,up,GigabitEthernet1/0
37.201.76.99/24,102.67.88.14/24,73.975238,253,211,2024,443,TCP,GigabitEthernet2/0,down,up,up,GigabitEthernet1/0
68.151.104.83/24,185.44.17.238/24,74.037556,934,892,7472,443,TCP,GigabitEthernet0/0,up,down,down,GigabitEthernet0/0-TI-LFA
25.45.123.210/24,201.0.113.19/24,74.063216,416,374,3328,8805,UDP,GigabitEthernet0/0,up,up,up,GigabitEthernet2/0
102.67.88.14/24,68.151.104.83/24,74.135009,709,667,5672,3482,UDP,GigabitEthernet1/0,up,up,up,GigabitEthernet0/0
25.45.123.210/24,201.0.113.19/24,74.160394,177,135,1416,443,TCP,GigabitEthernet0/0,up,up,up,GigabitEthernet2/0
68.151.104.83/24,201.0.113.19/24,74.229782,1218,1176,9744,26780,UDP,GigabitEthernet0/0,up,up,up,GigabitEthernet1/0
201.0.113.19/24,25.45.123.210/24,74.253754,158,116,1264,8803,UDP,GigabitEthernet2/0,up,down,up,GigabitEthernet0/0
25.45.123.210/24,201.0.113.19/24,74.301833,886,844,7088,3481,UDP,GigabitEthernet2/0,down,up,up,GigabitEthernet1/0
201.0.113.19/24,25.45.123.210/24,74.327882,656,614,5248,43009,UDP,GigabitEthernet1/0,up,up,down,GigabitEthernet0/0
201.0.113.19/24,37.201.76.99/24,74.384192,783,741,6264,34109,UDP,GigabitEthernet1/0,up,up,up,GigabitEthernet0/0
25.45.123.210/24,102.67.88.14/24,74.401682,649,607,5192,143,TCP,GigabitEthernet0/0,up,up,up,GigabitEthernet1/0
185.44.17.238/24,37.201.76.99/24,74.412025,613,571,4904,20,TCP,GigabitEthernet1/0,up,up,up,GigabitEthernet0/0
37.201.76.99/24,102.67.88.14/24,74.489509,669,627,5352,8808,UDP,GigabitEthernet0/0,up,down,down,GigabitEthernet0/0-TI-LFA
201.0.113.19/24,68.151.104.83/24,74.517954,420,378,3360,3480,UDP,GigabitEthernet1/0,up,up,up,GigabitEthernet2/0
68.151.104.83/24,201.0.113.19/24,74.596407,411,369,3288,3478,UDP,GigabitEthernet0/0,up,up,up,GigabitEthernet2/0
201.0.113.19/24,68.151.104.83/24,74.626155,654,612,5232,443,TCP,GigabitEthernet1/0,up,up,down,GigabitEthernet0/0
185.44.17.238/24,68.151.104.83/24,74.70161,1219,1177,9752,53,UDP,GigabitEthernet1/0,down,up,down,GigabitEthernet1/0-TI-LFA
68.151.104.83/24,185.44.17.238/24,74.733748,162,120,1296,46701,UDP,GigabitEthernet0/0,up,down,down,GigabitEthernet0/0-TI-LFA
37.201.76.99/24,201.0.113.19/24,74.787865,607,565,4856,80,TCP,GigabitEthernet0/0,up,up,up,GigabitEthernet1/0
37.201.76.99/24,185.44.17.238/24,74.808585,767,725,6136,443,TCP,GigabitEthernet0/0,up,up,up,GigabitEthernet1/0
102.67.88.14/24,25.45.123.210/24,74.895171,597,555,4776,3479,UDP,GigabitEthernet1/0,up,up,up,GigabitEthernet0/0
185.44.17.238/24,68.151.104.83/24,74.927211,933,891,7464,8805,UDP,GigabitEthernet2/0,down,down,up,GigabitEthernet2/0
102.67.88.14/24,25.45.123.210/24,75.006466,248,206,1984,80,TCP,GigabitEthernet2/0,up,down,up,GigabitEthernet0/0
185.44.17.238/24,68.151.104.83/24,75.037964,456,414,3648,443,TCP,GigabitEthernet1/0,up,up,up,GigabitEthernet2/0
102.67.88.14/24,25.45.123.210/24,75.101692,660,618,5280,443,TCP,GigabitEthernet1/0,up,up,up,GigabitEthernet0/0
37.201.76.99/24,185.44.17.238/24,75.132227,580,538,4640,3480,UDP,GigabitEthernet0/0,up,up,up,GigabitEthernet1/0
201.0.113.19/24,25.45.123.210/24,75.198515,315,273,2520,443,TCP,GigabitEthernet1/0,down,up,down,GigabitEthernet1/0-TI-LFA
201.0.113.19/24,25.45.123.210/24,75.229965,1198,1156,9584,8803,UDP,GigabitEthernet1/0,down,up,up,GigabitEthernet2/0
185.44.17.238/24,68.151.104.83/24,75.295175,228,186,1824,143,TCP,GigabitEthernet1/0,down,up,down,GigabitEthernet1/0-TI-LFA
185.44.17.238/24,37.201.76.99/24,75.326682,993,951,7944,443,TCP,GigabitEthernet1/0,up,up,up,GigabitEthernet1/0
201.0.113.19/24,25.45.123.210/24,75.403846,135,93,1080,80,TCP,GigabitEthernet1/0,up,up,up,GigabitEthernet2/0
201.0.113.19/24,25.45.123.210/24,75.426186,852,810,6816,25001,UDP,GigabitEthernet1/0,up,up,down,GigabitEthernet0/0
68.151.104.83/24,102.67.88.14/24,75.488859,533,491,4264,443,TCP,GigabitEthernet0/0,up,up,up,GigabitEthernet2/0
25.45.123.210/24,185.44.17.238/24,75.509482,683,641,5464,25050,UDP,GigabitEthernet2/0,down,down,up,GigabitEthernet2/0
185.44.17.238/24,68.151.104.83/24,75.572377,516,474,4128,3480,UDP,GigabitEthernet1/0,up,up,down,GigabitEthernet0/0
102.67.88.14/24,37.201.76.99/24,75.594398,534,492,4272,64003,UDP,GigabitEthernet1/0,down,up,down,GigabitEthernet1/0-TI-LFA
185.44.17.238/24,68.151.104.83/24,75.647783,327,285,2616,53,UDP,GigabitEthernet1/0,down,up,down,GigabitEthernet1/0-TI-LFA
185.44.17.238/24,25.45.123.210/24,75.678684,588,546,4704,443,TCP,GigabitEthernet1/0,up,up,down,GigabitEthernet0/0
102.67.88.14/24,68.151.104.83/24,75.75365,596,554,4768,80,TCP,GigabitEthernet2/0,down,down,up,GigabitEthernet2/0
25.45.123.210/24,102.67.88.14/24,75.784403,262,220,2096,80,TCP,GigabitEthernet0/0,up,up,up,GigabitEthernet2/0
102.67.88.14/24,68.151.104.83/24,75.860304,563,521,4504,28050,UDP,GigabitEthernet1/0,up,up,down,GigabitEthernet0/0
68.151.104.83/24,185.44.17.238/24,75.892706,485,443,3880,26501,UDP,GigabitEthernet0/0,up,up,down,GigabitEthernet1/0
68.151.104.83/24,185.44.17.238/24,75.956499,567,525,4536,443,TCP,GigabitEthernet0/0,up,up,up,GigabitEthernet1/0
37.201.76.99/24,185.44.17.238/24,75.977566,669,627,5352,29001,UDP,GigabitEthernet0/0,up,up,up,GigabitEthernet1/0
201.0.113.19/24,37.201.76.99/24,75.988117,433,391,3464,443,TCP,GigabitEthernet1/0,down,up,down,GigabitEthernet1/0-TI-LFA
185.44.17.238/24,68.151.104.83/24,76.051012,700,658,5600,3480,UDP,GigabitEthernet1/0,up,up,up,GigabitEthernet0/0
201.0.113.19/24,68.151.104.83/24,76.071684,326,284,2608,56009,UDP,GigabitEthernet1/0,up,up,up,GigabitEthernet2/0
25.45.123.210/24,102.67.88.14/24,76.146618,830,788,6640,80,TCP,GigabitEthernet0/0,up,up,up,GigabitEthernet1/0
102.67.88.14/24,37.201.76.99/24,76.178791,979,937,7832,29870,UDP,GigabitEthernet2/0,down,down,up,GigabitEthernet2/0
68.151.104.83/24,201.0.113.19/24,76.241955,393,351,3144,3480,UDP,GigabitEthernet0/0,up,up,up,GigabitEthernet2/0
201.0.113.19/24,25.45.123.210/24,76.272784,1043,1001,8344,27451,UDP,GigabitEthernet2/0,up,down,up,GigabitEthernet0/0
25.45.123.210/24,185.44.17.238/24,76.338971,942,900,7536,3479,UDP,GigabitEthernet2/0,down,up,up,GigabitEthernet1/0
201.0.113.19/24,25.45.123.210/24,76.360352,1306,1264,10448,443,TCP,GigabitEthernet2/0,down,down,up,GigabitEthernet2/0
25.45.123.210/24,185.44.17.238/24,76.433946,748,706,5984,29876,UDP,GigabitEthernet0/0,up,down,up,GigabitEthernet2/0
201.0.113.19/24,37.201.76.99/24,76.45522,1154,1112,9232,8804,UDP,GigabitEthernet1/0,up,up,up,GigabitEthernet0/0
37.201.76.99/24,185.44.17.238/24,76.531495,549,507,4392,80,TCP,GigabitEthernet0/0,up,up,up,GigabitEthernet1/0
201.0.113.19/24,37.201.76.99/24,76.562935,713,671,5704,443,TCP,GigabitEthernet1/0,down,up,down,GigabitEthernet1/0-TI-LFA
25.45.123.210/24,102.67.88.14/24,76.638742,1315,1273,10520,80,TCP,GigabitEthernet0/0,up,up,up,GigabitEthernet1/0
102.67.88.14/24,25.45.123.210/24,76.672832,310,268,2480,25051,UDP,GigabitEthernet1/0,up,up,up,GigabitEthernet2/0
25.45.123.210/24,102.67.88.14/24,76.756476,530,488,4240,27001,UDP,GigabitEthernet0/0,up,down,up,GigabitEthernet2/0
68.151.104.83/24,185.44.17.238/24,76.781369,583,541,4664,53,UDP,GigabitEthernet0/0,up,up,down,GigabitEthernet1/0
201.0.113.19/24,68.151.104.83/24,76.850304,82,40,656,443,TCP,GigabitEthernet1/0,up,up,up,GigabitEthernet2/0
201.0.113.19/24,25.45.123.210/24,76.877453,839,797,6712,443,TCP,GigabitEthernet2/0,down,down,up,GigabitEthernet2/0
102.67.88.14/24,68.151.104.83/24,76.956861,717,675,5736,3479,UDP,GigabitEthernet1/0,down,up,down,GigabitEthernet1/0-TI-LFA
37.201.76.99/24,185.44.17.238/24,76.983123,720,678,5760,80,TCP,GigabitEthernet0/0,up,up,up,GigabitEthernet1/0
37.201.76.99/24,201.0.113.19/24,77.053951,1314,1272,10512,3480,UDP,GigabitEthernet0/0,up,up,up,GigabitEthernet1/0
37.201.76.99/24,201.0.113.19/24,77.081054,757,715,6056,8801,UDP,GigabitEthernet0/0,up,up,down,GigabitEthernet1/0
37.201.76.99/24,201.0.113.19/24,77.14851,244,202,1952,8801,UDP,GigabitEthernet0/0,up,down,up,GigabitEthernet2/0
25.45.123.210/24,201.0.113.19/24,77.177005,1178,1136,9424,3481,UDP,GigabitEthernet2/0,down,down,up,GigabitEthernet2/0
37.201.76.99/24,185.44.17.238/24,77.249378,926,884,7408,25010,UDP,GigabitEthernet0/0,up,up,up,GigabitEthernet1/0
201.0.113.19/24,68.151.104.83/24,77.272817,433,391,3464,3480,UDP,GigabitEthernet1/0,up,up,up,GigabitEthernet2/0
185.44.17.238/24,25.45.123.210/24,77.324072,966,924,7728,8805,UDP,GigabitEthernet1/0,down,up,down,GigabitEthernet1/0-TI-LFA
102.67.88.14/24,25.45.123.210/24,77.34682,834,792,6672,80,TCP,GigabitEthernet1/0,up,up,up,GigabitEthernet0/0
102.67.88.14/24,37.201.76.99/24,77.422905,645,603,5160,64003,UDP,GigabitEthernet1/0,down,up,down,GigabitEthernet1/0-TI-LFA
201.0.113.19/24,37.201.76.99/24,77.454163,804,762,6432,80,TCP,GigabitEthernet1/0,up,up,up,GigabitEthernet1/0
37.201.76.99/24,201.0.113.19/24,77.517319,742,700,5936,8801,UDP,GigabitEthernet0/0,up,down,down,GigabitEthernet0/0-TI-LFA
102.67.88.14/24,25.45.123.210/24,77.53775,379,337,3032,80,TCP,GigabitEthernet1/0,up,up,up,GigabitEthernet2/0
201.0.113.19/24,37.201.76.99/24,77.612074,402,360,3216,443,TCP,GigabitEthernet1/0,down,up,down,GigabitEthernet1/0-TI-LFA
102.67.88.14/24,68.151.104.83/24,77.63287,621,579,4968,3478,UDP,GigabitEthernet1/0,down,up,up,GigabitEthernet2/0
102.67.88.14/24,37.201.76.99/24,77.705768,213,171,1704,45001,UDP,GigabitEthernet1/0,up,up,up,GigabitEthernet2/0
185.44.17.238/24,68.151.104.83/24,77.718133,583,541,4664,3480,UDP,GigabitEthernet1/0,up,up,up,GigabitEthernet0/0
37.201.76.99/24,102.67.88.14/24,77.78004,648,606,5184,53875,UDP,GigabitEthernet0/0,up,down,down,GigabitEthernet0/0-TI-LFA
102.67.88.14/24,68.151.104.83/24,77.802837,762,720,6096,443,TCP,GigabitEthernet1/0,up,up,up,GigabitEthernet0/0
102.67.88.14/24,68.151.104.83/24,77.86665,1158,1116,9264,27004,UDP,GigabitEthernet2/0,up,down,up,GigabitEthernet0/0
25.45.123.210/24,185.44.17.238/24,77.890589,1029,987,8232,443,TCP,GigabitEthernet0/0,up,up,down,GigabitEthernet1/0
68.151.104.83/24,102.67.88.14/24,77.964545,732,690,5856,443,TCP,GigabitEthernet0/0,up,up,up,GigabitEthernet1/0
37.201.76.99/24,201.0.113.19/24,77.989154,370,328,2960,39080,UDP,GigabitEthernet0/0,up,up,down,GigabitEthernet1/0
102.67.88.14/24,37.201.76.99/24,78.053424,336,294,2688,34879,UDP,GigabitEthernet2/0,down,down,up,GigabitEthernet2/0
68.151.104.83/24,185.44.17.238/24,78.065055,977,935,7816,20,TCP,GigabitEthernet2/0,down,down,up,GigabitEthernet2/0
185.44.17.238/24,68.151.104.83/24,78.149536,821,779,6568,3480,UDP,GigabitEthernet1/0,up,up,down,GigabitEthernet0/0
